,run,test_accuracy
0,0,0.9616666666666667
1,1,0.9683333333333334
2,2,0.9672916666666667
3,3,0.961875
4,4,0.9645833333333333
5,5,0.9670833333333333
6,6,0.965625
7,7,0.9629166666666666
8,8,0.9616666666666667
9,9,0.963125
