,run,test_accuracy
0,0,0.9588888888888889
1,1,0.9633333333333334
2,2,0.9586111111111111
3,3,0.9555555555555556
4,4,0.9577777777777777
5,5,0.9558333333333333
6,6,0.9611111111111111
7,7,0.9563888888888888
8,8,0.9566666666666667
9,9,0.9558333333333333
