,Seed,epoch,train_loss,train_accuracy,test_accuracy
0,0,0,0.6934177088737488,0.49963541666666667,0.5038541666666667
1,0,1,0.6928931283950805,0.5106510416666666,0.5038541666666667
2,0,2,0.6927669922510783,0.5140104166666667,0.5038541666666667
3,0,3,0.6927190033594767,0.513359375,0.5038541666666667
4,0,4,0.6926691754659017,0.5120833333333333,0.5038541666666667
5,0,5,0.6926261345545451,0.5140625,0.5038541666666667
6,0,6,0.6925752782821655,0.515859375,0.5038541666666667
7,0,7,0.6925179719924927,0.516875,0.5038541666666667
8,0,8,0.6924502372741699,0.5179427083333333,0.5038541666666667
9,0,9,0.6923638836542765,0.5186197916666667,0.5038541666666667
10,0,10,0.6922534386316935,0.5194270833333333,0.5038541666666667
11,0,11,0.6921093050638835,0.5213020833333334,0.5038541666666667
12,0,12,0.6919164276123047,0.5253645833333334,0.5038541666666667
13,0,13,0.6916456389427185,0.5278645833333333,0.5038541666666667
14,0,14,0.6912674204508463,0.5307552083333333,0.5038541666666667
15,0,15,0.6907338786125183,0.5320833333333334,0.5038541666666667
16,0,16,0.6900384243329366,0.5365364583333333,0.5038541666666667
17,0,17,0.6892274045944213,0.54,0.5038541666666667
18,0,18,0.6884249178568522,0.5431510416666666,0.5038541666666667
19,0,19,0.6876765124003092,0.54453125,0.5038541666666667
20,0,20,0.6870138176282247,0.547265625,0.5038541666666667
21,0,21,0.6863604482014974,0.549609375,0.5038541666666667
22,0,22,0.6857178433736165,0.5504166666666667,0.5038541666666667
23,0,23,0.6850508952140808,0.5526041666666667,0.5038541666666667
24,0,24,0.684342892964681,0.553984375,0.5038541666666667
25,0,25,0.6835730425516764,0.5565885416666667,0.5038541666666667
26,0,26,0.6827365732192994,0.559921875,0.5038541666666667
27,0,27,0.6818288230895996,0.5617708333333333,0.5038541666666667
28,0,28,0.6808897034327189,0.5655208333333334,0.5038541666666667
29,0,29,0.67982284228007,0.5684635416666667,0.5038541666666667
30,0,30,0.6786686460177104,0.5719010416666667,0.5038541666666667
31,0,31,0.6774875911076864,0.575859375,0.5038541666666667
32,0,32,0.6761884156862895,0.5789583333333334,0.5038541666666667
33,0,33,0.6746761425336202,0.5824479166666666,0.5038541666666667
34,0,34,0.6731994390487671,0.5853645833333333,0.5038541666666667
35,0,35,0.6717388312021891,0.589375,0.5038541666666667
36,0,36,0.6701621508598328,0.5916666666666667,0.5038541666666667
37,0,37,0.6686532282829285,0.5937760416666666,0.5038541666666667
38,0,38,0.6670518787701925,0.5963541666666666,0.5038541666666667
39,0,39,0.6653025563557943,0.599453125,0.5038541666666667
40,0,40,0.6633763678868612,0.6035416666666666,0.5038541666666667
41,0,41,0.6616501911481222,0.6056510416666666,0.5038541666666667
42,0,42,0.6603362981478373,0.6069270833333333,0.5038541666666667
43,0,43,0.6589759278297425,0.6090625,0.5038541666666667
44,0,44,0.6574403691291809,0.6096614583333333,0.5038541666666667
45,0,45,0.6558662843704224,0.614375,0.5038541666666667
46,0,46,0.65562957127889,0.6135416666666667,0.5038541666666667
47,0,47,0.6543716859817504,0.6145833333333334,0.5038541666666667
48,0,48,0.6530755972862243,0.61734375,0.5038541666666667
49,0,49,0.6518804168701172,0.6198177083333334,0.5038541666666667
50,0,50,0.6507370122273763,0.6201302083333333,0.5038541666666667
51,0,51,0.6491218249003092,0.6229427083333333,0.5038541666666667
52,0,52,0.6477166056632996,0.6254947916666667,0.5038541666666667
53,0,53,0.647236304283142,0.6258854166666666,0.5038541666666667
54,0,54,0.6462128909428915,0.6268229166666667,0.5038541666666667
55,0,55,0.6449588505427043,0.6286979166666666,0.5038541666666667
56,0,56,0.643774737517039,0.628828125,0.5038541666666667
57,0,57,0.6438097262382507,0.6297395833333334,0.5038541666666667
58,0,58,0.6432975212732951,0.631640625,0.5038541666666667
59,0,59,0.6420912647247314,0.6314322916666667,0.5038541666666667
60,0,60,0.6412083053588867,0.6333072916666667,0.5038541666666667
61,0,61,0.64110426902771,0.6343489583333334,0.5038541666666667
62,0,62,0.6399998188018798,0.6353385416666667,0.5038541666666667
63,0,63,0.6387670874595642,0.6358333333333334,0.5038541666666667
64,0,64,0.6380989162127176,0.636875,0.5038541666666667
65,0,65,0.6376703468958537,0.6379166666666667,0.5038541666666667
66,0,66,0.6369126224517823,0.6397135416666667,0.5038541666666667
67,0,67,0.6357968640327454,0.6410416666666666,0.5038541666666667
68,0,68,0.6349147733052571,0.6419270833333334,0.5038541666666667
69,0,69,0.6346349223454794,0.641328125,0.5038541666666667
70,0,70,0.6344292386372884,0.642421875,0.5038541666666667
71,0,71,0.6338470633824667,0.6427083333333333,0.5038541666666667
72,0,72,0.6327252340316772,0.6445833333333333,0.5038541666666667
73,0,73,0.6319649926821391,0.6447135416666666,0.5038541666666667
74,0,74,0.6319967285792033,0.6455989583333334,0.5038541666666667
75,0,75,0.6316940995057424,0.6451302083333333,0.5038541666666667
76,0,76,0.6307924465338389,0.6455989583333334,0.5038541666666667
77,0,77,0.629687598546346,0.6468489583333333,0.5038541666666667
78,0,78,0.6294309488932291,0.6470833333333333,0.5038541666666667
79,0,79,0.6293015257517497,0.6470052083333333,0.5038541666666667
80,0,80,0.6285740637779236,0.6478645833333333,0.5038541666666667
81,0,81,0.6275738751888276,0.6492447916666667,0.5038541666666667
82,0,82,0.6267840043703715,0.650625,0.5038541666666667
83,0,83,0.6267151459058126,0.6491927083333333,0.5038541666666667
84,0,84,0.6269903508822123,0.64890625,0.5038541666666667
